57 		  METRES 	1 	  	327386 	0.00 	6.31 	
58 		  SUSPENSION 	1 	  	337198 	0.00 	6.27 	
59 		  MOMENTUM 	1 	  	347513 	0.00 	6.23 	
60 		  ARRIVE 	1 	  	351848 	0.00 	6.21 	
61 		  CAMERAS 	1 	  	360286 	0.00 	6.18 	
62 		  REDUCTION 	1 	  	447250 	0.00 	5.86 	
63 		  MELBOURNE 	1 	  	450238 	0.00 	5.85 	
64 		  SYRIA 	1 	  	499521 	0.00 	5.70 	
65 		  MEETINGS 	1 	  	574426 	0.00 	5.50 	
66 		  INJURED 	1 	  	789735 	0.00 	5.04 	
67 		  KOREA 	1 	  	792115 	0.00 	5.04 	
68 		  CHRIS 	1 	  	820410 	0.00 	4.99 	
69 		  WAIT 	1 	  	963349 	0.00 	4.76 	
70 		  ABUSE 	1 	  	1002022 	0.00 	4.70 	
71 		  CHALLENGES 	1 	  	1282398 	0.00 	4.34 	
72 		  OPPORTUNITIES 	1 	  	1306734 	0.00 	4.32 	
73 		  FUNDING 	1 	  	1332648 	0.00 	4.29 	
74 		  ELSE 	1 	  	1332779 	0.00 	4.29 	
75 		  FINALLY 	1 	  	1365873 	0.00 	4.25 	
76 		  GOLD 	1 	  	1449776 	0.00 	4.17 	
77 		  TARGET 	1 	  	1450124 	0.00 	4.17 	
78 		  NOTE 	1 	  	1661018 	0.00 	3.97 	
79 		  TOWARDS 	1 	  	1708294 	0.00 	3.93 	
80 		  2014 	1 	  	1897185 	0.00 	3.78 	
81 		  GOAL 	1 	  	1939745 	0.00 	3.75 	
82 		  ANYTHING 	1 	  	1972596 	0.00 	3.72 	
83 		  NOTHING 	1 	  	2062311 	0.00 	3.66 	
84 		  MINUTES 	1 	  	2102345 	0.00 	3.63 	
85 		  DECEMBER 	1 	  	2154016 	0.00 	3.60 	
86 		  EVERYONE 	1 	  	2294477 	0.00 	3.50 	
87 		  CANADA 	1 	  	2312104 	0.00 	3.49 	
88 		  STAR 	1 	  	2314645 	0.00 	3.49 	
89 		  RESULTS 	1 	  	2321317 	0.00 	3.49 	
90 		  AUSTRALIA 	1 	  	2346094 	0.00 	3.47 	
91 		  COST 	1 	  	2451355 	0.00 	3.41 	
92 		  MEANS 	1 	  	2473423 	0.00 	3.40 	
93 		  KEY 	1 	  	2668209 	0.00 	3.29 	
94 		  EVENT 	1 	  	2897583 	0.00 	3.17 	
95 		  MOVE 	1 	  	2919068 	0.00 	3.16 	
96 		  ISSUES 	1 	  	2980197 	0.00 	3.13 	
97 		  HELD 	1 	  	2998712 	0.00 	3.12 	
98 		  LEVEL 	1 	  	3009254 	0.00 	3.11 	
99 		  EXPECTED 	1 	  	3044812 	0.00 	3.10 	
100 		  STARTED 	1 	  	3058366 	0.00 	3.09 	
