66 		  UNFCCC 	3 	  	5068 	0.06 	9.60 	
67 		  SIGNATORY 	3 	  	19062 	0.02 	7.69 	
68 		  RATIFIED 	3 	  	41283 	0.01 	6.58 	
69 		  190 	3 	  	43001 	0.01 	6.52 	
70 		  PLEDGES 	3 	  	57336 	0.01 	6.11 	
71 		  PAVILION 	3 	  	62253 	0.00 	5.99 	
72 		  CONFERENCES 	3 	  	121026 	0.00 	5.03 	
73 		  NEGOTIATING 	3 	  	139883 	0.00 	4.82 	
74 		  PLEDGE 	3 	  	153001 	0.00 	4.69 	
75 		  INAUGURAL 	3 	  	153772 	0.00 	4.68 	
76 		  LANDMARK 	3 	  	164320 	0.00 	4.59 	
77 		  APPROACHING 	3 	  	167829 	0.00 	4.56 	
78 		  DUBBED 	3 	  	172202 	0.00 	4.52 	
79 		  PARTICIPATED 	3 	  	208705 	0.00 	4.24 	
80 		  EVE 	3 	  	241631 	0.00 	4.03 	
81 		  UNDERWAY 	3 	  	258429 	0.00 	3.93 	
82 		  PREPARATION 	3 	  	274974 	0.00 	3.84 	
83 		  ACTIVIST 	3 	  	277460 	0.00 	3.83 	
84 		  UNPRECEDENTED 	3 	  	334548 	0.00 	3.56 	
85 		  MOMENTUM 	3 	  	347513 	0.00 	3.51 	
86 		  PHILIPPINE 	3 	  	433226 	0.00 	3.19 	
87 		  OCEAN 	3 	  	435465 	0.00 	3.18 	
88 		  ADDRESSING 	3 	  	449161 	0.00 	3.14 	
89 		  AIMS 	3 	  	455670 	0.00 	3.11 	
90 		  FIVE-KEY 	2 	  	12 	16.67 	17.74 	
91 		  STOCKTON/WIRED 	2 	  	27 	7.41 	16.57 	
92 		  PARIS- 	2 	  	141 	1.42 	14.19 	
93 		  POST-2015 	2 	  	2060 	0.10 	10.32 	
94 		  GCF 	2 	  	2429 	0.08 	10.08 	
95 		  CMP 	2 	  	7077 	0.03 	8.54 	
96 		  TWENTY-FIRST 	2 	  	8686 	0.02 	8.24 	
97 		  FOLLOW-ON 	2 	  	11325 	0.02 	7.86 	
98 		  KI-MOON 	2 	  	13446 	0.01 	7.61 	
99 		  URBANIZATION 	2 	  	15469 	0.01 	7.41 	
100 		  INSTRUCTIVE 	2 	  	18570 	0.01 	7.15 	
